"Year","NumberOfFatalities","NumberOfFatalCrashes","Month"
2009,5,5,"September"
2009,6,5,"September"
2009,5,4,"September"
2009,6,5,"September"
2009,2,2,"September"
2009,0,0,"September"
2009,2,2,"September"
2009,2,2,"September"
2009,3,3,"September"
2009,3,3,"September"
2009,3,2,"September"
2009,5,4,"September"
2009,5,4,"September"
2009,6,6,"September"
2009,5,4,"September"
2009,2,2,"October"
2009,6,5,"October"
2009,5,5,"October"
2009,5,5,"October"
2009,2,2,"October"
2009,1,1,"October"
2009,6,5,"October"
2009,4,4,"October"
2009,2,2,"October"
2009,4,3,"October"
2009,6,6,"October"
2009,8,6,"October"
2009,3,3,"October"
2009,3,3,"October"
2009,3,3,"October"
2009,7,6,"October"
2009,9,9,"October"
2009,3,3,"October"
2009,5,5,"October"
2009,6,5,"October"
2009,3,3,"October"
2009,5,5,"October"
2009,5,4,"October"
2009,1,1,"October"
2009,2,2,"October"
2009,8,8,"October"
2009,9,7,"October"
2009,5,5,"October"
2009,4,4,"October"
2009,6,5,"October"
2009,5,5,"October"
2009,4,4,"November"
2009,2,2,"November"
2009,2,2,"November"
2009,2,2,"November"
2009,3,3,"November"
2009,4,4,"November"
2009,5,5,"November"
2009,1,1,"November"
2009,0,0,"November"
2009,3,3,"November"
2009,3,3,"November"
2009,9,9,"November"
2009,1,1,"November"
2009,2,2,"November"
2009,9,6,"November"
2009,2,2,"November"
2009,3,3,"November"
2009,3,3,"November"
2009,8,6,"November"
2009,7,7,"November"
2009,5,5,"November"
2009,2,2,"November"
2009,6,6,"November"
2009,4,4,"November"
2009,3,3,"November"
2009,5,5,"November"
2009,1,1,"November"
2009,3,3,"November"
2009,4,4,"November"
2009,1,1,"November"
2009,4,4,"December"
2009,2,2,"December"
2009,0,0,"December"
2009,4,3,"December"
2009,5,5,"December"
2009,11,6,"December"
2009,1,1,"December"
2009,3,3,"December"
2009,3,3,"December"
2009,4,4,"December"
2009,2,2,"December"
2009,3,3,"December"
2009,8,8,"December"
2009,2,2,"December"
2009,2,2,"December"
2009,4,4,"December"
2009,4,4,"December"
2009,8,7,"December"
2009,10,10,"December"
2009,7,7,"December"
2009,3,3,"December"
2009,4,3,"December"
2009,5,5,"December"
2009,2,2,"December"
2009,3,3,"December"
2009,3,3,"December"
2009,3,3,"December"
2009,6,3,"December"
2009,2,2,"December"
2009,3,3,"December"
2009,3,3,"December"
2010,3,3,"January"
2010,3,3,"January"
2010,1,1,"January"
2010,7,6,"January"
2010,6,4,"January"
2010,2,2,"January"
2010,4,3,"January"
2010,1,1,"January"
2010,5,4,"January"
2010,7,5,"January"
2010,0,0,"January"
2010,9,5,"January"
2010,2,2,"January"
2010,3,2,"January"
2010,3,2,"January"
2010,4,2,"January"
2010,6,2,"January"
2010,3,3,"January"
2010,1,1,"January"
2010,1,1,"January"
2010,5,5,"January"
2010,8,7,"January"
2010,8,7,"January"
2010,0,0,"January"
2010,2,2,"January"
2010,8,6,"January"
2010,2,2,"January"
2010,5,4,"January"
2010,6,6,"January"
2010,6,6,"January"
2010,5,5,"January"
2010,2,2,"February"
2010,0,0,"February"
2010,2,2,"February"
2010,8,8,"February"
2010,8,6,"February"
2010,3,3,"February"
2010,9,7,"February"
2010,2,2,"February"
2010,2,2,"February"
2010,3,3,"February"
2010,3,3,"February"
2010,4,4,"February"
2010,4,4,"February"
2010,1,1,"February"
2010,2,2,"February"
2010,2,2,"February"
2010,4,3,"February"
2010,4,3,"February"
2010,4,4,"February"
2010,3,3,"February"
2010,5,5,"February"
2010,1,1,"February"
2010,2,2,"February"
2010,3,3,"February"
2010,2,2,"February"
2010,4,4,"February"
2010,7,7,"February"
2010,4,4,"February"
2010,3,2,"March"
2010,2,2,"March"
2010,4,4,"March"
2010,0,0,"March"
2010,6,6,"March"
2010,5,5,"March"
2010,2,2,"March"
2010,3,3,"March"
2010,4,3,"March"
2010,1,1,"March"
2010,2,2,"March"
2010,8,7,"March"
2010,7,7,"March"
2010,2,2,"March"
2010,1,1,"March"
2010,3,3,"March"
2010,6,6,"March"
2010,3,3,"March"
2010,1,1,"March"
2010,8,5,"March"
2010,2,2,"March"
2010,2,2,"March"
2010,3,3,"March"
2010,4,4,"March"
2010,1,1,"March"
2010,8,8,"March"
2010,4,4,"March"
2010,5,5,"March"
2010,2,2,"March"
2010,1,1,"March"
2010,1,1,"March"
2010,2,2,"April"
2010,4,3,"April"
2010,3,3,"April"
2010,2,2,"April"
2010,2,2,"April"
2010,1,1,"April"
2010,4,4,"April"
2010,5,5,"April"
2010,4,3,"April"
2010,6,6,"April"
2010,4,4,"April"
2010,7,5,"April"
2010,3,3,"April"
2010,2,2,"April"
2010,2,2,"April"
2010,5,5,"April"
2010,5,5,"April"
2010,6,5,"April"
2010,5,4,"April"
2010,0,0,"April"
2010,7,6,"April"
2010,7,6,"April"
2010,5,4,"April"
2010,6,5,"April"
2010,3,3,"April"
2010,1,1,"April"
2010,0,0,"April"
2010,4,4,"April"
2010,5,5,"April"
2010,5,5,"April"
2010,2,2,"May"
2010,5,5,"May"
2010,2,2,"May"
2010,2,2,"May"
2010,4,3,"May"
2010,8,6,"May"
2010,2,2,"May"
2010,8,7,"May"
2010,3,3,"May"
2010,5,5,"May"
2010,10,9,"May"
2010,2,2,"May"
2010,5,4,"May"
2010,6,6,"May"
2010,8,8,"May"
2010,4,4,"May"
2010,2,2,"May"
2010,2,2,"May"
2010,2,2,"May"
2010,3,3,"May"
2010,3,3,"May"
2010,12,9,"May"
2010,3,3,"May"
2010,2,2,"May"
2010,4,4,"May"
2010,6,6,"May"
2010,4,4,"May"
2010,3,3,"May"
2010,8,7,"May"
2010,3,3,"May"
2010,1,1,"May"
2010,3,3,"June"
2010,1,1,"June"
2010,7,6,"June"
2010,2,2,"June"
2010,5,5,"June"
2010,7,5,"June"
2010,3,3,"June"
2010,3,3,"June"
2010,5,3,"June"
2010,2,2,"June"
2010,2,2,"June"
2010,8,8,"June"
2010,5,5,"June"
2010,5,5,"June"
2010,2,2,"June"
2010,3,3,"June"
2010,2,2,"June"
2010,6,5,"June"
2010,7,7,"June"
2010,1,1,"June"
2010,1,1,"June"
2010,2,2,"June"
2010,7,4,"June"
2010,2,2,"June"
2010,5,3,"June"
2010,3,3,"June"
2010,6,4,"June"
2010,4,4,"June"
2010,1,1,"June"
2010,1,1,"June"
2010,2,2,"July"
2010,5,5,"July"
2010,9,7,"July"
2010,5,5,"July"
2010,3,3,"July"
2010,2,2,"July"
2010,2,2,"July"
2010,1,1,"July"
2010,1,1,"July"
2010,3,3,"July"
2010,3,3,"July"
2010,6,5,"July"
2010,2,2,"July"
2010,2,2,"July"
2010,2,2,"July"
2010,3,3,"July"
2010,4,4,"July"
2010,2,2,"July"
2010,4,4,"July"
2010,1,1,"July"
2010,2,2,"July"
2010,4,4,"July"
2010,5,5,"July"
2010,4,3,"July"
2010,9,9,"July"
2010,4,4,"July"
2010,3,3,"July"
2010,2,2,"July"
2010,3,3,"July"
2010,6,5,"July"
2010,3,3,"July"
2010,3,3,"August"
2010,4,4,"August"
2010,4,3,"August"
2010,4,4,"August"
2010,2,1,"August"
2010,0,0,"August"
2010,5,5,"August"
2010,2,2,"August"
2010,0,0,"August"
2010,3,3,"August"
2010,1,1,"August"
2010,2,2,"August"
2010,5,5,"August"
2010,8,7,"August"
2010,4,4,"August"
2010,3,3,"August"
2010,1,1,"August"
2010,2,2,"August"
2010,4,2,"August"
2010,3,3,"August"
2010,8,7,"August"
2010,4,4,"August"
2010,3,3,"August"
2010,0,0,"August"
2010,1,1,"August"
2010,1,1,"August"
2010,8,8,"August"
2010,0,0,"August"
2010,2,2,"August"
2010,3,3,"August"
2010,4,4,"August"
2010,3,3,"September"
2010,2,2,"September"
2010,5,5,"September"
2010,4,4,"September"
2010,3,3,"September"
2010,4,4,"September"
2010,7,6,"September"
2010,5,4,"September"
2010,3,3,"September"
2010,0,0,"September"
2010,4,4,"September"
2010,5,5,"September"
2010,2,2,"September"
2010,5,3,"September"
2010,0,0,"September"
2010,7,5,"September"
2010,3,3,"September"
2010,3,3,"September"
2010,1,1,"September"
2010,4,4,"September"
2010,0,0,"September"
2010,2,2,"September"
2010,5,4,"September"
2010,4,4,"September"
2010,6,5,"September"
2010,4,4,"September"
2010,2,2,"September"
2010,5,5,"September"
2010,4,4,"September"
2010,2,2,"September"
2010,7,4,"October"
2010,4,4,"October"
2010,8,7,"October"
2010,4,4,"October"
2010,2,2,"October"
2010,2,2,"October"
2010,8,7,"October"
2010,3,3,"October"
2010,4,4,"October"
2010,7,6,"October"
2010,3,3,"October"
2010,4,3,"October"
2010,6,6,"October"
2010,5,4,"October"
2010,3,3,"October"
2010,6,6,"October"
2010,3,2,"October"
2010,3,3,"October"
2010,2,2,"October"
2010,5,5,"October"
2010,1,1,"October"
2010,8,5,"October"
2010,1,1,"October"
2010,1,1,"October"
2010,1,1,"October"
2010,0,0,"October"
2010,2,2,"October"
2010,2,2,"October"
2010,3,3,"October"
2010,6,6,"October"
2010,7,7,"October"
2010,11,10,"November"
2010,6,5,"November"
2010,4,3,"November"
2010,4,4,"November"
2010,3,3,"November"
2010,6,4,"November"
2010,3,3,"November"
2010,3,3,"November"
2010,1,1,"November"
2010,2,2,"November"
2010,4,4,"November"
2010,3,3,"November"
2010,3,3,"November"
2010,5,5,"November"
2010,5,5,"November"
2010,5,5,"November"
2010,2,2,"November"
2010,4,4,"November"
2010,4,4,"November"
2010,5,5,"November"
2010,9,8,"November"
2010,2,2,"November"
2010,0,0,"November"
2010,4,4,"November"
2010,4,4,"November"
2010,5,5,"November"
2010,2,2,"November"
2010,4,3,"November"
2010,1,1,"November"
2010,5,5,"November"
2010,4,4,"December"
2010,8,6,"December"
2010,2,2,"December"
2010,9,7,"December"
2010,5,5,"December"
2010,4,3,"December"
2010,4,4,"December"
2010,1,1,"December"
2010,6,5,"December"
2010,2,2,"December"
2010,8,7,"December"
2010,3,3,"December"
2010,5,5,"December"
2010,5,4,"December"
2010,2,2,"December"
2010,6,5,"December"
2010,4,4,"December"
2010,3,3,"December"
2010,5,4,"December"
2010,2,2,"December"
2010,4,4,"December"
2010,6,5,"December"
2010,5,4,"December"
2010,3,3,"December"
2010,5,5,"December"
2010,2,2,"December"
2010,1,1,"December"
2010,1,1,"December"
2010,0,0,"December"
2010,0,0,"December"
2010,5,4,"December"
2011,5,5,"January"
2011,3,3,"January"
2011,2,2,"January"
2011,3,3,"January"
2011,3,3,"January"
2011,0,0,"January"
2011,3,3,"January"
2011,1,1,"January"
2011,2,2,"January"
2011,1,1,"January"
2011,3,3,"January"
2011,7,5,"January"
2011,6,5,"January"
2011,1,1,"January"
2011,2,2,"January"
2011,3,1,"January"
2011,2,2,"January"
2011,2,2,"January"
2011,1,1,"January"
2011,3,3,"January"
2011,2,2,"January"
2011,6,6,"January"
2011,5,5,"January"
2011,0,0,"January"
2011,2,2,"January"
2011,8,5,"January"
2011,1,1,"January"
2011,2,2,"January"
2011,3,3,"January"
2011,3,3,"January"
2011,5,5,"January"
2011,5,5,"February"
2011,3,3,"February"
2011,7,6,"February"
2011,3,3,"February"
2011,3,3,"February"
2011,8,8,"February"
2011,2,1,"February"
2011,2,2,"February"
2011,3,3,"February"
2011,3,3,"February"
2011,4,4,"February"
2011,9,8,"February"
2011,5,5,"February"
2011,3,3,"February"
2011,2,2,"February"
2011,6,4,"February"
2011,2,1,"February"
2011,4,4,"February"
2011,3,3,"February"
2011,4,4,"February"
2011,1,1,"February"
2011,2,2,"February"
2011,4,4,"February"
2011,3,3,"February"
2011,1,1,"February"
2011,2,2,"February"
2011,0,0,"February"
2011,5,5,"February"
2011,3,3,"March"
2011,0,0,"March"
2011,2,2,"March"
2011,7,5,"March"
2011,3,3,"March"
2011,4,4,"March"
2011,3,3,"March"
2011,4,4,"March"
2011,0,0,"March"
2011,3,3,"March"
2011,3,3,"March"
2011,9,8,"March"
2011,1,1,"March"
2011,0,0,"March"
2011,5,4,"March"
2011,6,5,"March"
2011,2,2,"March"
2011,7,7,"March"
2011,7,6,"March"
2011,2,2,"March"
2011,2,2,"March"
2011,2,2,"March"
2011,6,6,"March"
2011,2,2,"March"
2011,4,4,"March"
2011,8,5,"March"
2011,1,1,"March"
2011,3,3,"March"
2011,6,5,"March"
2011,2,2,"March"
2011,5,4,"March"
2011,1,1,"April"
2011,4,4,"April"
2011,0,0,"April"
2011,4,3,"April"
2011,4,4,"April"
2011,0,0,"April"
2011,5,5,"April"
2011,8,5,"April"
2011,4,4,"April"
2011,7,6,"April"
2011,1,1,"April"
2011,3,2,"April"
2011,3,3,"April"
2011,9,9,"April"
2011,3,3,"April"
2011,5,5,"April"
2011,6,5,"April"
2011,5,4,"April"
2011,3,2,"April"
2011,0,0,"April"
2011,7,7,"April"
2011,3,3,"April"
2011,3,3,"April"
2011,4,4,"April"
2011,4,3,"April"
2011,3,3,"April"
2011,3,3,"April"
2011,2,2,"April"
2011,1,1,"April"
2011,10,9,"April"
2011,5,4,"May"
2011,3,3,"May"
2011,2,2,"May"
2011,2,2,"May"
2011,2,2,"May"
2011,0,0,"May"
2011,5,5,"May"
2011,2,2,"May"
2011,4,3,"May"
2011,2,2,"May"
2011,3,3,"May"
2011,6,6,"May"
2011,4,3,"May"
2011,6,6,"May"
2011,3,3,"May"
2011,1,1,"May"
2011,4,4,"May"
2011,4,4,"May"
2011,2,2,"May"
2011,4,4,"May"
2011,4,4,"May"
2011,6,5,"May"
2011,1,1,"May"
2011,5,4,"May"
2011,3,3,"May"
2011,2,2,"May"
2011,6,6,"May"
2011,8,5,"May"
2011,1,1,"May"
2011,6,6,"May"
2011,3,3,"May"
2011,2,2,"June"
2011,1,1,"June"
2011,2,2,"June"
2011,3,3,"June"
2011,1,1,"June"
2011,4,4,"June"
2011,3,3,"June"
2011,1,1,"June"
2011,5,4,"June"
2011,10,8,"June"
2011,2,2,"June"
2011,4,4,"June"
2011,3,3,"June"
2011,0,0,"June"
2011,8,5,"June"
2011,4,4,"June"
2011,6,6,"June"
2011,4,4,"June"
2011,4,4,"June"
2011,3,3,"June"
2011,2,2,"June"
2011,7,6,"June"
2011,5,4,"June"
2011,1,1,"June"
2011,1,1,"June"
2011,6,6,"June"
2011,0,0,"June"
2011,4,4,"June"
2011,3,2,"June"
2011,6,5,"June"
2011,1,1,"July"
2011,0,0,"July"
2011,6,5,"July"
2011,5,5,"July"
2011,0,0,"July"
2011,5,5,"July"
2011,4,4,"July"
2011,6,5,"July"
2011,4,4,"July"
2011,4,3,"July"
2011,3,3,"July"
2011,5,4,"July"
2011,1,1,"July"
2011,3,3,"July"
2011,2,2,"July"
2011,4,4,"July"
2011,7,6,"July"
2011,3,3,"July"
2011,4,4,"July"
2011,4,4,"July"
2011,2,2,"July"
2011,7,5,"July"
2011,0,0,"July"
2011,3,3,"July"
2011,1,1,"July"
2011,2,2,"July"
2011,4,3,"July"
2011,3,3,"July"
2011,2,2,"July"
2011,2,2,"July"
2011,3,3,"July"
2011,2,2,"August"
2011,0,0,"August"
2011,5,4,"August"
2011,4,4,"August"
2011,5,5,"August"
2011,4,4,"August"
2011,5,3,"August"
2011,5,5,"August"
2011,2,2,"August"
2011,3,3,"August"
2011,3,3,"August"
2011,2,2,"August"
2011,5,4,"August"
2011,8,7,"August"
2011,5,3,"August"
2011,4,4,"August"
2011,1,1,"August"
2011,5,3,"August"
2011,7,6,"August"
2011,3,3,"August"
2011,2,2,"August"
2011,1,1,"August"
2011,2,1,"August"
2011,3,3,"August"
2011,1,1,"August"
2011,3,3,"August"
2011,3,3,"August"
2011,8,7,"August"
2011,4,4,"August"
2011,3,3,"August"
2011,2,2,"August"
2011,4,4,"September"
2011,3,3,"September"
2011,4,3,"September"
2011,1,1,"September"
2011,4,4,"September"
2011,3,3,"September"
2011,3,3,"September"
2011,2,2,"September"
2011,2,2,"September"
2011,10,7,"September"
2011,2,2,"September"
2011,2,2,"September"
2011,3,3,"September"
2011,1,1,"September"
2011,5,5,"September"
2011,4,4,"September"
2011,2,2,"September"
2011,2,2,"September"
2011,2,2,"September"
2011,2,2,"September"
2011,1,1,"September"
2011,4,3,"September"
2011,2,2,"September"
2011,5,5,"September"
2011,2,1,"September"
2011,4,4,"September"
2011,3,3,"September"
2011,1,1,"September"
2011,2,2,"September"
2011,4,4,"September"
2011,3,3,"October"
2011,7,5,"October"
2011,3,3,"October"
2011,1,1,"October"
2011,2,2,"October"
2011,2,2,"October"
2011,1,1,"October"
2011,7,6,"October"
2011,8,7,"October"
2011,3,3,"October"
2011,0,0,"October"
2011,0,0,"October"
2011,2,2,"October"
2011,2,2,"October"
2011,3,3,"October"
2011,3,2,"October"
2011,0,0,"October"
2011,0,0,"October"
2011,2,2,"October"
2011,3,3,"October"
2011,2,2,"October"
2011,4,4,"October"
2011,4,4,"October"
2011,3,3,"October"
2011,1,1,"October"
2011,1,1,"October"
2011,5,5,"October"
2011,6,5,"October"
2011,2,2,"October"
2011,7,3,"October"
2011,4,4,"October"
2011,3,3,"November"
2011,0,0,"November"
2011,1,1,"November"
2011,5,3,"November"
2011,8,8,"November"
2011,3,3,"November"
2011,6,6,"November"
2011,4,4,"November"
2011,2,2,"November"
2011,6,6,"November"
2011,8,4,"November"
2011,11,5,"November"
2011,8,7,"November"
2011,3,3,"November"
2011,4,4,"November"
2011,5,5,"November"
2011,5,4,"November"
2011,8,5,"November"
2011,8,6,"November"
2011,1,1,"November"
2011,4,4,"November"
2011,3,3,"November"
2011,4,3,"November"
2011,2,2,"November"
2011,3,3,"November"
2011,5,4,"November"
2011,7,7,"November"
2011,1,1,"November"
2011,4,3,"November"
2011,3,3,"November"
2011,2,2,"December"
2011,3,1,"December"
2011,5,4,"December"
2011,4,4,"December"
2011,3,3,"December"
2011,8,5,"December"
2011,2,2,"December"
2011,4,4,"December"
2011,5,4,"December"
2011,6,6,"December"
2011,6,5,"December"
2011,1,1,"December"
2011,2,2,"December"
2011,2,2,"December"
2011,2,2,"December"
2011,6,6,"December"
2011,2,2,"December"
2011,5,5,"December"
2011,1,1,"December"
2011,3,2,"December"
2011,7,6,"December"
2011,3,3,"December"
2011,3,3,"December"
2011,6,5,"December"
2011,12,10,"December"
2011,2,2,"December"
2011,2,2,"December"
2011,2,2,"December"
2011,5,4,"December"
2011,4,4,"December"
2011,4,4,"December"
2012,4,3,"January"
2012,1,1,"January"
2012,4,4,"January"
2012,2,2,"January"
2012,1,1,"January"
2012,1,1,"January"
2012,3,3,"January"
2012,4,3,"January"
2012,4,3,"January"
2012,2,2,"January"
2012,4,3,"January"
2012,5,5,"January"
2012,4,4,"January"
2012,2,2,"January"
2012,5,5,"January"
2012,6,6,"January"
2012,1,1,"January"
2012,7,7,"January"
2012,0,0,"January"
2012,4,4,"January"
2012,6,4,"January"
2012,2,2,"January"
2012,4,4,"January"
2012,9,7,"January"
2012,2,2,"January"
2012,6,6,"January"
2012,5,4,"January"
2012,2,2,"January"
2012,1,1,"January"
2012,3,3,"January"
2012,3,3,"January"
2012,3,3,"February"
2012,1,1,"February"
2012,4,4,"February"
2012,4,4,"February"
2012,2,2,"February"
2012,3,3,"February"
2012,1,1,"February"
2012,2,2,"February"
2012,2,2,"February"
2012,3,3,"February"
2012,5,5,"February"
2012,2,2,"February"
2012,5,5,"February"
2012,2,2,"February"
2012,4,3,"February"
2012,3,3,"February"
2012,3,3,"February"
2012,6,6,"February"
2012,8,8,"February"
2012,3,3,"February"
2012,1,1,"February"
2012,3,3,"February"
2012,4,4,"February"
2012,3,3,"February"
2012,4,4,"February"
2012,3,3,"February"
2012,3,3,"February"
2012,2,2,"February"
2012,5,4,"February"
2012,0,0,"March"
2012,1,1,"March"
2012,5,5,"March"
2012,5,5,"March"
2012,1,1,"March"
2012,0,0,"March"
2012,5,4,"March"
2012,4,4,"March"
2012,8,6,"March"
2012,5,5,"March"
2012,3,2,"March"
2012,2,2,"March"
2012,0,0,"March"
2012,10,8,"March"
2012,1,1,"March"
2012,4,3,"March"
2012,8,7,"March"
2012,5,5,"March"
2012,1,1,"March"
2012,4,3,"March"
2012,2,2,"March"
2012,3,2,"March"
2012,4,4,"March"
2012,4,4,"March"
2012,4,4,"March"
2012,1,1,"March"
2012,1,1,"March"
2012,3,3,"March"
2012,2,2,"March"
2012,3,3,"March"
2012,2,2,"March"
2012,5,5,"April"
2012,1,1,"April"
2012,3,3,"April"
2012,5,5,"April"
2012,1,1,"April"
2012,1,1,"April"
2012,5,3,"April"
2012,5,5,"April"
2012,0,0,"April"
2012,5,5,"April"
2012,2,2,"April"
2012,3,3,"April"
2012,6,6,"April"
2012,1,1,"April"
2012,2,2,"April"
2012,3,3,"April"
2012,2,2,"April"
2012,3,3,"April"
2012,2,2,"April"
2012,4,4,"April"
2012,6,6,"April"
2012,5,4,"April"
2012,6,5,"April"
2012,4,4,"April"
2012,1,1,"April"
2012,4,3,"April"
2012,9,9,"April"
2012,7,6,"April"
2012,1,1,"April"
2012,4,4,"April"
2012,4,4,"May"
2012,2,2,"May"
2012,11,9,"May"
2012,5,5,"May"
2012,5,4,"May"
2012,1,1,"May"
2012,4,4,"May"
2012,7,6,"May"
2012,2,2,"May"
2012,3,2,"May"
2012,7,7,"May"
2012,1,1,"May"
2012,2,2,"May"
2012,2,2,"May"
2012,6,6,"May"
2012,2,2,"May"
2012,1,1,"May"
2012,3,3,"May"
2012,6,6,"May"
2012,3,3,"May"
2012,4,4,"May"
2012,1,1,"May"
2012,4,4,"May"
2012,4,3,"May"
2012,4,4,"May"
2012,8,8,"May"
2012,0,0,"May"
2012,1,1,"May"
2012,1,1,"May"
2012,4,4,"May"
2012,6,3,"May"
2012,3,2,"June"
2012,1,1,"June"
2012,6,6,"June"
2012,6,6,"June"
2012,8,7,"June"
2012,0,0,"June"
2012,4,4,"June"
2012,5,5,"June"
2012,6,5,"June"
2012,1,1,"June"
2012,4,4,"June"
2012,1,1,"June"
2012,6,6,"June"
2012,3,3,"June"
2012,5,4,"June"
2012,2,2,"June"
2012,6,6,"June"
2012,2,2,"June"
2012,2,2,"June"
2012,5,5,"June"
2012,3,3,"June"
2012,4,4,"June"
2012,4,4,"June"
2012,1,1,"June"
2012,1,1,"June"
2012,3,3,"June"
2012,3,3,"June"
2012,3,3,"June"
2012,4,4,"June"
2012,5,4,"June"
2012,3,3,"July"
2012,1,1,"July"
2012,2,2,"July"
2012,4,4,"July"
2012,3,3,"July"
2012,0,0,"July"
2012,4,3,"July"
2012,5,5,"July"
2012,4,3,"July"
2012,3,3,"July"
2012,4,3,"July"
2012,5,5,"July"
2012,3,3,"July"
2012,6,5,"July"
2012,2,2,"July"
2012,1,1,"July"
2012,4,4,"July"
2012,1,1,"July"
2012,4,4,"July"
2012,2,2,"July"
2012,3,3,"July"
2012,1,1,"July"
2012,6,6,"July"
2012,2,2,"July"
2012,1,1,"July"
2012,2,2,"July"
2012,4,4,"July"
2012,5,5,"July"
2012,2,2,"July"
2012,0,0,"July"
2012,2,2,"July"
2012,5,4,"August"
2012,3,3,"August"
2012,4,3,"August"
2012,5,5,"August"
2012,2,2,"August"
2012,5,5,"August"
2012,2,2,"August"
2012,3,3,"August"
2012,1,1,"August"
2012,10,7,"August"
2012,5,3,"August"
2012,1,1,"August"
2012,3,3,"August"
2012,2,2,"August"
2012,2,2,"August"
2012,6,6,"August"
2012,3,3,"August"
2012,10,7,"August"
2012,9,7,"August"
2012,3,3,"August"
2012,4,4,"August"
2012,1,1,"August"
2012,4,4,"August"
2012,2,2,"August"
2012,9,6,"August"
2012,7,5,"August"
2012,1,1,"August"
2012,3,3,"August"
2012,2,2,"August"
2012,5,5,"August"
2012,4,4,"August"
2012,5,5,"September"
2012,4,3,"September"
2012,4,4,"September"
2012,4,4,"September"
2012,3,3,"September"
2012,2,2,"September"
2012,1,1,"September"
2012,3,3,"September"
2012,6,6,"September"
2012,2,2,"September"
2012,1,1,"September"
2012,8,5,"September"
2012,1,1,"September"
2012,7,6,"September"
2012,5,5,"September"
2012,2,2,"September"
2012,1,1,"September"
2012,2,2,"September"
2012,1,1,"September"
2012,3,3,"September"
2012,10,10,"September"
2012,6,6,"September"
2012,2,2,"September"
2012,3,3,"September"
2012,5,5,"September"
2012,2,2,"September"
2012,1,1,"September"
2012,4,4,"September"
2012,3,3,"September"
2012,8,4,"September"
2012,5,5,"October"
2012,5,4,"October"
2012,2,2,"October"
2012,2,2,"October"
2012,7,5,"October"
2012,2,2,"October"
2012,3,3,"October"
2012,2,2,"October"
2012,3,3,"October"
2012,4,4,"October"
2012,1,1,"October"
2012,4,4,"October"
2012,5,5,"October"
2012,6,6,"October"
2012,8,5,"October"
2012,3,3,"October"
2012,6,6,"October"
2012,1,1,"October"
2012,8,5,"October"
2012,3,3,"October"
2012,3,3,"October"
2012,0,0,"October"
2012,4,3,"October"
2012,3,3,"October"
2012,4,4,"October"
2012,4,4,"October"
2012,2,2,"October"
2012,2,2,"October"
2012,5,5,"October"
2012,8,8,"October"
2012,2,2,"October"
2012,1,1,"November"
2012,4,3,"November"
2012,5,3,"November"
2012,1,1,"November"
2012,1,1,"November"
2012,4,3,"November"
2012,3,3,"November"
2012,7,3,"November"
2012,5,5,"November"
2012,2,2,"November"
2012,1,1,"November"
2012,0,0,"November"
2012,3,3,"November"
2012,5,4,"November"
2012,3,3,"November"
2012,8,8,"November"
2012,7,6,"November"
2012,5,5,"November"
2012,4,4,"November"
2012,3,3,"November"
2012,4,4,"November"
2012,8,8,"November"
2012,5,5,"November"
2012,7,3,"November"
2012,4,4,"November"
2012,4,4,"November"
2012,2,2,"November"
2012,1,1,"November"
2012,4,4,"November"
2012,7,7,"November"
2012,6,6,"December"
2012,1,1,"December"
2012,0,0,"December"
2012,6,5,"December"
2012,4,3,"December"
2012,3,3,"December"
2012,1,1,"December"
2012,11,3,"December"
2012,4,4,"December"
2012,1,1,"December"
2012,7,7,"December"
2012,2,2,"December"
2012,1,1,"December"
2012,4,4,"December"
2012,6,5,"December"
2012,0,0,"December"
2012,2,2,"December"
2012,4,4,"December"
2012,2,2,"December"
2012,1,1,"December"
2012,2,2,"December"
2012,4,2,"December"
2012,5,5,"December"
2012,4,4,"December"
2012,2,2,"December"
2012,11,9,"December"
2012,3,3,"December"
2012,4,4,"December"
2012,5,5,"December"
2012,2,2,"December"
2012,4,4,"December"
2013,8,6,"January"
2013,2,2,"January"
2013,2,2,"January"
2013,0,0,"January"
2013,5,4,"January"
2013,4,3,"January"
