"State","Year","CrashType","DeadPersonType","Gender","Age","StateFullForm"
"SA",1997,"Multiple","Passenger","Male",67,"South Australia"
"ACT",1997,"Multiple","Pedal cyclist","Female",10,"Austialian Capital Territory"
"QLD",1997,"Multiple","Motorcycle rider","Male",24,"Queensland"
"VIC",1997,"Single","Driver","Male",21,"Victoria"
"VIC",1997,"Multiple","Driver","Male",41,"Victoria"
"VIC",1997,"Multiple","Driver","Female",71,"Victoria"
"VIC",1997,"Single","Driver","Male",21,"Victoria"
"VIC",1997,"Multiple","Driver","Female",46,"Victoria"
"QLD",1997,"Single","Pedestrian","Male",78,"Queensland"
"SA",1997,"Multiple","Motorcycle rider","Male",43,"South Australia"
"NSW",1997,"Single","Driver","Male",30,"New South Wales"
"SA",1997,"Single","Pedestrian","Male",12,"South Australia"
"WA",1997,"Single","Passenger","Male",32,"West Australia"
"VIC",1997,"Single","Driver","Male",29,"Victoria"
"WA",1997,"Single","Motorcycle rider","Male",25,"West Australia"
"WA",1997,"Single","Driver","Male",43,"West Australia"
"QLD",1997,"Multiple","Driver","Male",23,"Queensland"
"NSW",1997,"Single","Pedestrian","Male",82,"New South Wales"
"VIC",1997,"Multiple","Driver","Male",24,"Victoria"
"NSW",1997,"Multiple","Driver","Female",26,"New South Wales"
"SA",1997,"Single","Driver","Female",62,"South Australia"
"NT",1997,"Single","Passenger","Male",51,"Northern Territory"
"WA",1997,"Single","Driver","Male",32,"West Australia"
"SA",1997,"Multiple","Passenger","Male",51,"South Australia"
"SA",1997,"Single","Passenger","Male",38,"South Australia"
"WA",1997,"Single","Passenger","Male",24,"West Australia"
"NSW",1997,"Multiple","Passenger","Female",23,"New South Wales"
"QLD",1997,"Multiple","Driver","Male",81,"Queensland"
"SA",1997,"Single","Driver","Male",59,"South Australia"
"SA",1997,"Multiple","Motorcycle rider","Female",69,"South Australia"
"NSW",1997,"Single","Pedestrian","Male",19,"New South Wales"
"QLD",1997,"Multiple","Passenger","Male",22,"Queensland"
"SA",1997,"Multiple","Driver","Male",90,"South Australia"
"QLD",1997,"Single","Driver","Female",54,"Queensland"
"WA",1997,"Single","Pedestrian","Male",2,"West Australia"
"NSW",1997,"Single","Driver","Male",40,"New South Wales"
"VIC",1997,"Single","Motorcycle rider","Male",77,"Victoria"
"VIC",1997,"Multiple","Driver","Male",56,"Victoria"
"QLD",1997,"Multiple","Motorcycle rider","Male",85,"Queensland"
"VIC",1997,"Single","Pedestrian","Male",26,"Victoria"
"VIC",1997,"Multiple","Motorcycle rider","Male",34,"Victoria"
"SA",1997,"Single","Pedestrian","Female",78,"South Australia"
"QLD",1997,"Single","Driver","Male",24,"Queensland"
"QLD",1997,"Single","Driver","Female",21,"Queensland"
"VIC",1997,"Single","Driver","Male",34,"Victoria"
"WA",1997,"Single","Driver","Male",19,"West Australia"
"VIC",1997,"Single","Pedestrian","Female",14,"Victoria"
"NSW",1997,"Multiple","Driver","Female",65,"New South Wales"
"VIC",1997,"Multiple","Driver","Male",77,"Victoria"
"NSW",1997,"Single","Driver","Female",23,"New South Wales"
"SA",1997,"Single","Driver","Female",22,"South Australia"
"NSW",1997,"Single","Driver","Male",84,"New South Wales"
"VIC",1997,"Single","Pedestrian","Female",66,"Victoria"
"NSW",1997,"Single","Driver","Female",35,"New South Wales"
"SA",1997,"Single","Driver","Male",77,"South Australia"
"SA",1997,"Single","Driver","Male",19,"South Australia"
"SA",1997,"Single","Driver","Male",43,"South Australia"
"VIC",1997,"Single","Pedestrian","Male",74,"Victoria"
"SA",1997,"Single","Pedestrian","Male",38,"South Australia"
"QLD",1997,"Multiple","Driver","Male",28,"Queensland"
"NSW",1997,"Single","Pedestrian","Male",90,"New South Wales"
"WA",1997,"Single","Passenger","Male",23,"West Australia"
"QLD",1997,"Single","Driver","Male",40,"Queensland"
"VIC",1997,"Multiple","Driver","Female",20,"Victoria"
"NSW",1997,"Multiple","Driver","Female",59,"New South Wales"
"QLD",1997,"Multiple","Driver","Female",64,"Queensland"
"NSW",1997,"Multiple","Passenger","Female",20,"New South Wales"
"QLD",1997,"Single","Driver","Female",33,"Queensland"
"SA",1997,"Single","Motorcycle rider","Male",40,"South Australia"
"QLD",1997,"Multiple","Driver","Male",46,"Queensland"
"SA",1997,"Single","Driver","Male",30,"South Australia"
"QLD",1997,"Multiple","Passenger","Male",18,"Queensland"
"QLD",1997,"Single","Driver","Male",88,"Queensland"
"NSW",1997,"Multiple","Driver","Male",23,"New South Wales"
"VIC",1997,"Single","Driver","Male",34,"Victoria"
"QLD",1997,"Multiple","Passenger","Female",73,"Queensland"
"QLD",1997,"Single","Pedestrian","Female",18,"Queensland"
"QLD",1997,"Multiple","Driver","Female",49,"Queensland"
"VIC",1997,"Single","Pedestrian","Male",28,"Victoria"
"NSW",1997,"Single","Driver","Male",53,"New South Wales"
"VIC",1997,"Multiple","Passenger","Male",13,"Victoria"
"TAS",1997,"Single","Motorcycle pillion passenger","Male",37,"Tasmania"
"VIC",1997,"Single","Pedestrian","Male",81,"Victoria"
"NSW",1997,"Multiple","Driver","Female",45,"New South Wales"
"VIC",1997,"Single","Pedestrian","Female",64,"Victoria"
"WA",1997,"Multiple","Driver","Male",51,"West Australia"
"VIC",1997,"Multiple","Driver","Male",94,"Victoria"
"QLD",1997,"Single","Passenger","Female",6,"Queensland"
"NSW",1997,"Single","Pedestrian","Female",79,"New South Wales"
"QLD",1997,"Single","Pedestrian","Male",84,"Queensland"
"VIC",1997,"Multiple","Pedal cyclist","Male",20,"Victoria"
"QLD",1997,"Single","Driver","Male",23,"Queensland"
"SA",1997,"Multiple","Motorcycle rider","Male",61,"South Australia"
"WA",1997,"Multiple","Motorcycle rider","Male",18,"West Australia"
"WA",1997,"Single","Driver","Male",37,"West Australia"
"WA",1997,"Single","Pedestrian","Male",82,"West Australia"
"NSW",1997,"Single","Motorcycle rider","Male",31,"New South Wales"
"TAS",1997,"Multiple","Motorcycle rider","Male",26,"Tasmania"
"QLD",1997,"Single","Driver","Male",26,"Queensland"
"QLD",1997,"Multiple","Driver","Male",19,"Queensland"
"WA",1997,"Single","Motorcycle rider","Male",31,"West Australia"
"VIC",1997,"Single","Pedestrian","Female",73,"Victoria"
"NSW",1997,"Multiple","Pedal cyclist","Male",54,"New South Wales"
"NT",1997,"Single","Pedestrian","Female",34,"Northern Territory"
"VIC",1997,"Multiple","Driver","Male",21,"Victoria"
"NSW",1997,"Multiple","Driver","Female",32,"New South Wales"
"NSW",1997,"Multiple","Passenger","Female",21,"New South Wales"
"TAS",1997,"Multiple","Driver","Male",53,"Tasmania"
"TAS",1997,"Multiple","Driver","Male",25,"Tasmania"
"NSW",1997,"Multiple","Motorcycle rider","Male",29,"New South Wales"
"QLD",1997,"Multiple","Driver","Male",18,"Queensland"
"NSW",1997,"Single","Driver","Male",21,"New South Wales"
"QLD",1997,"Single","Pedestrian","Male",44,"Queensland"
"NSW",1997,"Multiple","Driver","Male",91,"New South Wales"
"TAS",1997,"Single","Motorcycle rider","Male",57,"Tasmania"
"VIC",1997,"Single","Passenger","Male",19,"Victoria"
"WA",1997,"Multiple","Passenger","Male",18,"West Australia"
"NSW",1997,"Multiple","Motorcycle rider","Male",17,"New South Wales"
"QLD",1997,"Multiple","Passenger","Female",66,"Queensland"
"NSW",1997,"Multiple","Passenger","Female",97,"New South Wales"
"QLD",1997,"Multiple","Driver","Male",37,"Queensland"
"VIC",1997,"Single","Driver","Female",75,"Victoria"
"VIC",1997,"Single","Motorcycle rider","Male",33,"Victoria"
"VIC",1997,"Multiple","Pedestrian","Unknown",-9,"Victoria"
"NSW",1997,"Single","Pedestrian","Male",22,"New South Wales"
"QLD",1997,"Multiple","Driver","Male",29,"Queensland"
"SA",1997,"Single","Driver","Male",46,"South Australia"
"NSW",1997,"Single","Passenger","Male",31,"New South Wales"
"QLD",1997,"Multiple","Driver","Female",49,"Queensland"
"WA",1997,"Single","Pedestrian","Male",28,"West Australia"
"TAS",1997,"Multiple","Driver","Female",47,"Tasmania"
"NSW",1997,"Single","Pedestrian","Male",83,"New South Wales"
"VIC",1997,"Single","Driver","Male",73,"Victoria"
"QLD",1997,"Multiple","Driver","Female",53,"Queensland"
"VIC",1997,"Multiple","Motorcycle rider","Male",66,"Victoria"
"VIC",1997,"Multiple","Driver","Male",51,"Victoria"
"VIC",1997,"Multiple","Driver","Female",67,"Victoria"
